Year,Recipient,Analysis,Demographic_Group,Demographic,Demo Variable,Smoking_V,Smoking_L,Smoking_U,Smoking_E,Smoking_RSE,Smoking_N,Smokeless_V,Smokeless_L,Smokeless_U,Smokeless_E,Smokeless_RSE,Smokeless_N,Ecig_V,Ecig_L,Ecig_U,Ecig_E,Ecig_RSE,Ecig_N,Any_V,Any_L,Any_U,Any_E,Any_RSE,Any_N
2021,Tennessee,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,6.2,5,7.6,0.7,10.8,1683,2.8,2,4,0.5,17.8,1684,4.4,3.3,5.8,0.6,14,1683,12.1,10.4,14.1,1,7.9,1678
2021,Tennessee,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,17.3,15.7,19,0.9,4.9,3705,5.8,4.8,6.8,0.5,8.8,3720,7.5,6.4,8.8,0.6,8.1,3705,26.4,24.5,28.3,1,3.7,3693
2021,Tennessee,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,30.4,26.2,34.9,2.2,7.3,731,4.4,2.9,6.6,0.9,20.8,733,15.9,12.7,19.9,1.8,11.5,734,42.6,37.9,47.3,2.4,5.6,731
2021,Tennessee,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,807,7.3,5.3,9.9,1.1,15.6,805,16.2,13.2,19.8,1.7,10.5,803,100,100,100,0,0,807
2021,Tennessee,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,1226,8.3,6.5,10.7,1.1,12.6,1226,14,11.5,16.9,1.4,9.9,1224,21.4,18.4,24.7,1.6,7.4,1224
2021,Tennessee,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,2474,3.7,2.8,4.9,0.5,14,2468,4.5,3.4,5.9,0.6,14.3,2463,7.9,6.5,9.6,0.8,10,2461
2022,Tennessee,Prevalence,Total Population,Total Population,,18.5,17.1,20.1,0.8,4.1,4848,5.4,4.6,6.4,0.5,8.5,4870,10.8,9.6,12.2,0.7,6.1,4838,29.8,28.1,31.6,0.9,3,4820
2022,Tennessee,Prevalence,Sex,Male,_SEX,20.5,18.3,22.8,1.2,5.6,2343,9.8,8.2,11.7,0.9,8.8,2355,11.8,10,14,1,8.5,2342,36,33.4,38.7,1.4,3.8,2333
2022,Tennessee,Prevalence,Sex,Female,_SEX,16.7,14.9,18.8,1,5.9,2505,1.3,0.8,2.1,0.3,24.5,2515,9.8,8.3,11.6,0.9,8.7,2496,24,21.8,26.3,1.2,4.8,2487
2022,Tennessee,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,18.5,16.9,20.1,0.8,4.5,3930,6,5.1,7.2,0.5,8.9,3948,10.8,9.5,12.4,0.7,6.8,3921,30,28.1,32,1,3.3,3906
2022,Tennessee,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,17.5,13.8,22,2.1,11.8,567,,1.3,5.9,1.1,39.8,568,10,7,14,1.7,17.5,563,28.5,23.8,33.8,2.6,9,564
2022,Tennessee,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,0.3,12.1,1.8,99.9,42,,0,0,0,,42,,0,0,0,,41,,0.3,12.2,1.9,99.9,41
2022,Tennessee,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,22.8,57.7,9.3,23.8,48,,1.4,30.1,5.9,80.3,49,,2.9,25,5.1,56,49,,31.7,67.1,9.5,19.2,48
2022,Tennessee,Prevalence,Race,Hispanic,_IMPRACE,16.6,10.3,25.5,3.8,23.2,157,,1.2,7.8,1.5,48.7,160,15.3,9.3,24.1,3.7,24.4,160,28.5,20.3,38.4,4.6,16.3,157
2022,Tennessee,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,29.3,19.2,41.9,5.9,20,104,,5,22.6,4.3,38.9,103,,5.3,22.7,4.3,37.4,104,40.2,28.8,52.7,6.2,15.5,104
2022,Tennessee,Prevalence,Age,Age 18 to 24,_AGE_G,6.6,3.8,11.2,1.8,27.4,332,,1.5,7.3,1.3,39.8,331,20.1,15.2,26.1,2.8,13.9,324,24.1,18.8,30.4,3,12.3,326
2022,Tennessee,Prevalence,Age,Age 25 to 44,_AGE_G,22,19.2,25,1.5,6.7,1168,6,4.5,7.9,0.9,14.3,1175,17.7,15,20.7,1.4,8.1,1169,38.4,35,41.9,1.8,4.6,1164
2022,Tennessee,Prevalence,Age,Age 45 to 64,_AGE_G,24.1,21.5,26.9,1.4,5.7,1712,6,4.6,7.8,0.8,13.3,1718,6.3,5,7.9,0.7,11.8,1707,32.2,29.3,35.2,1.5,4.7,1704
2022,Tennessee,Prevalence,Age,Age 65 or older,_AGE_G,12.1,9.8,14.7,1.2,10.2,1636,4.9,3.5,7,0.9,18.1,1646,2.3,1.4,3.8,0.6,25.2,1638,17,14.5,19.9,1.4,8.2,1626
2022,Tennessee,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,38,31.4,45.1,3.5,9.3,360,10.9,7,16.4,2.4,21.7,359,14,9.6,20.1,2.7,19.1,358,49.8,42.5,57,3.7,7.5,357
2022,Tennessee,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,22.1,19.4,25,1.4,6.4,1377,7.3,5.7,9.3,0.9,12.6,1385,12.8,10.5,15.6,1.3,10.1,1370,36,32.7,39.5,1.7,4.8,1368
2022,Tennessee,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,16.6,14.3,19.2,1.3,7.5,1379,3.4,2.5,4.7,0.5,16,1385,12,9.9,14.5,1.2,9.8,1376,28,25.1,31.2,1.6,5.5,1371
2022,Tennessee,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,8.1,6.8,9.8,0.8,9.3,1717,3.1,2.2,4.4,0.6,18.5,1725,5.9,4.5,7.7,0.8,13.5,1718,16.1,14,18.5,1.1,7.1,1709
2022,Tennessee,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,22.4,20.5,24.4,1,4.4,3116,6.3,5.2,7.6,0.6,9.5,3129,12.7,11.1,14.4,0.8,6.7,3104,35,32.7,37.3,1.2,3.3,3096
2022,Tennessee,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,8.1,6.8,9.8,0.8,9.3,1717,3.1,2.2,4.4,0.6,18.5,1725,5.9,4.5,7.7,0.8,13.5,1718,16.1,14,18.5,1.1,7.1,1709
2022,Tennessee,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,15.8,14.3,17.4,0.8,5,3874,5.2,4.3,6.3,0.5,9.4,3893,9,7.8,10.5,0.7,7.5,3871,26.2,24.4,28.2,1,3.7,3854
2022,Tennessee,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,29,25.1,33.1,2.1,7.1,875,6.1,4.2,9,1.2,19.7,878,17.9,14.5,21.8,1.9,10.4,870,43.1,38.6,47.7,2.3,5.4,868
2022,Tennessee,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,871,8.2,5.8,11.5,1.4,17.4,867,17.8,14.4,21.7,1.9,10.6,860,100,100,100,0,0,871
2022,Tennessee,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,1369,6.2,4.7,8.1,0.9,13.9,1368,18.1,15.2,21.4,1.6,8.7,1359,23.5,20.3,26.9,1.7,7.1,1359
2022,Tennessee,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,2608,4.2,3.3,5.5,0.6,13.1,2604,5.1,4,6.5,0.6,12.3,2588,9,7.5,10.7,0.8,8.9,2588
2019,Texas,Prevalence,Total Population,Total Population,,14.7,13.4,16,0.7,4.4,11623,3.7,3.1,4.3,0.3,8.4,11624,,,,,,,,,,,,
2019,Texas,Prevalence,Sex,Male,_SEX,18.2,16.2,20.4,1.1,5.9,5045,6.6,5.5,7.9,0.6,9,5046,,,,,,,,,,,,
2019,Texas,Prevalence,Sex,Female,_SEX,11.3,9.9,12.8,0.7,6.4,6578,0.8,0.5,1.2,0.2,21.9,6578,,,,,,,,,,,,
2019,Texas,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,14.5,13,16,0.8,5.4,6994,5.8,4.8,7,0.6,9.9,6987,,,,,,,,,,,,
2019,Texas,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,18.6,14.4,23.6,2.3,12.5,921,1.7,1,3,0.5,29.1,928,,,,,,,,,,,,
2019,Texas,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,1.8,7.1,1.3,35.4,253,,0.3,4.3,0.8,66.9,252,,,,,,,,,,,,
2019,Texas,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,10.7,40.2,7.6,34.4,105,,1.4,25.9,5,75.8,105,,,,,,,,,,,,
2019,Texas,Prevalence,Race,Hispanic,_IMPRACE,14.9,12.5,17.6,1.3,8.6,2970,1.9,1.3,2.8,0.4,19.9,2971,,,,,,,,,,,,
2019,Texas,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,20.4,14.3,28.3,3.6,17.6,380,,1.8,7.1,1.3,34.7,381,,,,,,,,,,,,
2019,Texas,Prevalence,Age,Age 18 to 24,_AGE_G,12.3,8.9,16.8,2,16.4,749,4.9,3,7.7,1.2,23.9,749,,,,,,,,,,,,
2019,Texas,Prevalence,Age,Age 25 to 44,_AGE_G,17.1,14.8,19.6,1.2,7.1,2801,3.6,2.7,4.7,0.5,13.8,2794,,,,,,,,,,,,
2019,Texas,Prevalence,Age,Age 45 to 64,_AGE_G,15,13.1,17.2,1,7,3715,3.9,2.9,5.1,0.6,14.3,3716,,,,,,,,,,,,
2019,Texas,Prevalence,Age,Age 65 or older,_AGE_G,10.9,9,13.3,1.1,10.1,4358,2.5,1.8,3.6,0.4,17.4,4365,,,,,,,,,,,,
2019,Texas,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,25.6,21.1,30.7,2.5,9.6,1317,2.7,1.7,4.3,0.6,23.7,1312,,,,,,,,,,,,
2019,Texas,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,19.8,17.3,22.7,1.4,6.9,2829,5.9,4.5,7.7,0.8,13.9,2833,,,,,,,,,,,,
2019,Texas,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,12.8,10.9,14.9,1,7.9,3161,3.3,2.4,4.5,0.5,16.2,3165,,,,,,,,,,,,
2019,Texas,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.3,4.3,6.5,0.6,10.8,4265,2.5,1.8,3.4,0.4,15.5,4266,,,,,,,,,,,,
2019,Texas,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,18.2,16.6,19.9,0.9,4.7,7307,4.1,3.4,4.9,0.4,9.7,7310,,,,,,,,,,,,
2019,Texas,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.3,4.3,6.5,0.6,10.8,4265,2.5,1.8,3.4,0.4,15.5,4266,,,,,,,,,,,,
2019,Texas,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,12.6,11.4,14,0.7,5.2,9965,3.7,3.1,4.4,0.3,9.2,9966,,,,,,,,,,,,
2019,Texas,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,28,23.4,33,2.5,8.8,1388,3.8,2.6,5.6,0.8,20.1,1386,,,,,,,,,,,,
2019,Texas,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1593,8.1,6.1,10.5,1.1,13.8,1581,,,,,,,,,,,,
2019,Texas,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2941,4.7,3.3,6.7,0.9,18.1,2915,,,,,,,,,,,,
2019,Texas,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,7089,2.3,1.8,2.9,0.3,12.9,7063,,,,,,,,,,,,
2020,Texas,Prevalence,Total Population,Total Population,,13.2,12,14.5,0.6,4.8,10307,3.3,2.7,4,0.3,10,10328,,,,,,,,,,,,
2020,Texas,Prevalence,Sex,Male,_SEX,17.2,15.2,19.4,1.1,6.2,4864,6,4.9,7.4,0.6,10.4,4869,,,,,,,,,,,,
2020,Texas,Prevalence,Sex,Female,_SEX,9.3,8.1,10.7,0.7,7.1,5443,,0.3,1.2,0.2,31.7,5459,,,,,,,,,,,,
2020,Texas,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,13.4,11.9,15,0.8,6,5532,5.3,4.2,6.5,0.6,11,5534,,,,,,,,,,,,
2020,Texas,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,15.1,11.3,19.9,2.2,14.5,747,,1,5.2,1,41.9,753,,,,,,,,,,,,
2020,Texas,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,4.7,15.7,2.7,30.8,221,,0.6,7.8,1.5,64.1,219,,,,,,,,,,,,
2020,Texas,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,15,58.1,11.7,35.2,80,,0,2.4,0.3,101.9,80,,,,,,,,,,,,
2020,Texas,Prevalence,Race,Hispanic,_IMPRACE,12.4,10.3,14.8,1.1,9.3,3370,1.3,0.7,2.3,0.4,29.8,3384,,,,,,,,,,,,
2020,Texas,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,21.1,14.1,30.4,4.2,19.7,357,,2.2,8.1,1.4,33.2,358,,,,,,,,,,,,
2020,Texas,Prevalence,Age,Age 18 to 24,_AGE_G,8.6,6.1,11.9,1.5,17,781,3.4,2,5.8,0.9,27.1,777,,,,,,,,,,,,
2020,Texas,Prevalence,Age,Age 25 to 44,_AGE_G,15.2,13,17.7,1.2,7.9,3038,3.3,2.4,4.7,0.6,17.1,3039,,,,,,,,,,,,
2020,Texas,Prevalence,Age,Age 45 to 64,_AGE_G,15.7,13.6,18,1.1,7.2,3553,4,2.9,5.5,0.6,16,3558,,,,,,,,,,,,
2020,Texas,Prevalence,Age,Age 65 or older,_AGE_G,8.2,6.5,10.4,1,11.9,2935,1.8,1.1,3,0.5,25.7,2954,,,,,,,,,,,,
2020,Texas,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,19.2,15.4,23.7,2.1,11.1,1369,,1.7,5.5,0.9,30.5,1374,,,,,,,,,,,,
2020,Texas,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,17.9,15.3,20.7,1.4,7.7,2666,4.8,3.5,6.6,0.8,16.3,2670,,,,,,,,,,,,
2020,Texas,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,11.5,9.6,13.6,1,8.9,2774,3.2,2.3,4.5,0.6,17.4,2785,,,,,,,,,,,,
2020,Texas,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,7.1,5.6,8.9,0.8,11.8,3448,2,1.3,3,0.4,21.4,3450,,,,,,,,,,,,
2020,Texas,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,15.5,13.9,17.1,0.8,5.2,6809,3.7,3,4.7,0.4,11.2,6829,,,,,,,,,,,,
2020,Texas,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,7.1,5.6,8.9,0.8,11.8,3448,2,1.3,3,0.4,21.4,3450,,,,,,,,,,,,
2020,Texas,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,11.7,10.5,13,0.6,5.6,8630,3.3,2.7,4.1,0.4,10.9,8650,,,,,,,,,,,,
2020,Texas,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,22.2,18.2,26.8,2.2,9.8,1425,3.6,2.1,5.9,0.9,25.9,1426,,,,,,,,,,,,
2020,Texas,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1585,8.1,5.6,11.6,1.5,18.8,1580,,,,,,,,,,,,
2020,Texas,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2436,5,3.6,6.9,0.8,16.4,2424,,,,,,,,,,,,
2020,Texas,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,6286,1.7,1.2,2.3,0.3,16.3,6254,,,,,,,,,,,,
2021,Texas,Prevalence,Total Population,Total Population,,13.1,12,14.3,0.6,4.6,10090,3.8,3.2,4.6,0.4,9.3,10137,6,5.1,7,0.5,8.1,10113,19.4,18,20.9,0.7,3.8,10032
2021,Texas,Prevalence,Sex,Male,_SEX,16.3,14.5,18.3,1,6,4872,6.7,5.5,8.1,0.7,9.8,4902,7.1,5.9,8.5,0.7,9.3,4889,24.7,22.6,27,1.1,4.5,4847
2021,Texas,Prevalence,Sex,Female,_SEX,10,8.7,11.4,0.7,6.9,5218,1,0.6,1.7,0.3,26.2,5235,4.9,3.7,6.5,0.7,14.3,5224,14.2,12.5,16.2,0.9,6.6,5185
2021,Texas,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,13.5,12,15.1,0.8,5.8,5689,5.1,4.2,6.2,0.5,10,5720,6.4,5.2,7.7,0.6,10.2,5708,21.3,19.4,23.2,1,4.6,5669
2021,Texas,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,14.3,11.1,18.2,1.8,12.6,917,,0.6,2,0.3,30.5,917,3.5,2,5.9,1,27.5,919,17.5,13.9,21.7,2,11.3,905
2021,Texas,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,2.8,10.3,1.8,33.9,273,,0.2,7.1,1.1,95,273,,2.2,10.3,1.9,40,271,7.8,4.5,13.2,2.1,27.4,268
2021,Texas,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,9.1,42.9,8.7,40.3,76,,3.3,23.9,4.8,51.3,78,,0.6,8.1,1.5,66,78,,14,47.1,8.6,31.4,76
2021,Texas,Prevalence,Race,Hispanic,_IMPRACE,12.8,10.7,15.2,1.1,8.8,2819,3.4,2.2,5.1,0.7,20.9,2830,6.3,4.7,8.4,1,15.2,2819,18.7,16.2,21.6,1.4,7.5,2801
2021,Texas,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,23.9,15.3,35.3,5.1,21.4,316,,2,9.6,1.8,39.9,319,,5.7,20.3,3.6,32.5,318,31.3,22.1,42.3,5.2,16.7,313
2021,Texas,Prevalence,Age,Age 18 to 24,_AGE_G,6,3.8,9.2,1.3,22.3,697,5.6,3.3,9.3,1.5,26.1,697,15.8,11.6,21.2,2.5,15.5,691,21,16.2,26.6,2.6,12.6,692
2021,Texas,Prevalence,Age,Age 25 to 44,_AGE_G,16.1,13.9,18.4,1.2,7.2,2949,4.5,3.4,6.1,0.7,15,2963,8.1,6.6,9.9,0.8,10.3,2948,23.7,21.2,26.4,1.3,5.6,2930
2021,Texas,Prevalence,Age,Age 45 to 64,_AGE_G,15.6,13.6,17.9,1.1,7.1,3387,3.6,2.8,4.7,0.5,13.4,3400,2.6,1.9,3.5,0.4,16.2,3393,19.6,17.4,22,1.2,6,3369
2021,Texas,Prevalence,Age,Age 65 or older,_AGE_G,8.2,6.8,9.9,0.8,9.6,3057,1.6,1.1,2.4,0.3,19.5,3077,0.6,0.4,1.1,0.2,28.7,3081,9.7,8.2,11.5,0.8,8.6,3041
2021,Texas,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,21.8,17.8,26.4,2.2,10,1022,4,2.3,6.6,1.1,26.5,1030,5.4,3.5,8.3,1.2,22.3,1028,25.5,21.2,30.3,2.3,9.1,1021
2021,Texas,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,17.4,14.9,20.2,1.4,7.8,2293,6.4,4.7,8.6,1,15.2,2299,8,6.2,10.2,1,12.5,2296,25.8,22.8,29,1.6,6.1,2280
2021,Texas,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,11.8,10.1,13.8,0.9,7.9,2704,3.3,2.5,4.6,0.5,15.9,2714,7.5,5.6,10,1.1,14.9,2709,19.9,17.3,22.7,1.4,6.9,2687
2021,Texas,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.3,4.4,6.5,0.5,9.8,4016,1.9,1.4,2.7,0.3,17,4040,2.8,2.2,3.6,0.4,13.1,4025,9.3,8,10.7,0.7,7.4,3991
2021,Texas,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,16,14.5,17.7,0.8,5,6019,4.6,3.7,5.6,0.5,10.4,6043,7.2,6,8.6,0.6,9,6033,23.2,21.4,25.2,1,4.1,5988
2021,Texas,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.3,4.4,6.5,0.5,9.8,4016,1.9,1.4,2.7,0.3,17,4040,2.8,2.2,3.6,0.4,13.1,4025,9.3,8,10.7,0.7,7.4,3991
2021,Texas,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,11.5,10.3,12.7,0.6,5.4,8420,3.8,3.1,4.7,0.4,10.3,8456,4.9,4,5.9,0.5,9.8,8438,17,15.6,18.6,0.8,4.5,8372
2021,Texas,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,22.6,19.1,26.6,1.9,8.4,1431,4.4,2.9,6.6,0.9,20.8,1438,12.9,9.7,16.8,1.8,14,1430,33.6,29.4,38.2,2.2,6.7,1426
2021,Texas,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1303,10.9,8,14.7,1.7,15.5,1297,14.3,11.3,18,1.7,11.9,1296,100,100,100,0,0,1303
2021,Texas,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2439,4.2,3.1,5.5,0.6,14.2,2435,10.6,7.9,14.1,1.6,14.7,2426,14.3,11.4,17.7,1.6,11.3,2425
2021,Texas,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,6348,2.3,1.7,3.2,0.4,15.8,6320,2.9,2.2,3.8,0.4,14.2,6305,4.9,3.9,6,0.5,10.5,6291
2022,Texas,Prevalence,Total Population,Total Population,,11.8,10.9,12.9,0.5,4.2,12750,3.6,3,4.4,0.4,10.1,12771,7.1,6.4,8,0.4,5.8,12680,19.6,18.4,20.9,0.7,3.3,12607
2022,Texas,Prevalence,Sex,Male,_SEX,13,11.6,14.5,0.7,5.6,6223,6.7,5.4,8.2,0.7,10.6,6245,8.9,7.7,10.3,0.7,7.6,6197,24.5,22.5,26.6,1,4.2,6156
2022,Texas,Prevalence,Sex,Female,_SEX,10.7,9.4,12.1,0.7,6.4,6527,0.6,0.4,0.9,0.1,23.1,6526,5.3,4.5,6.3,0.5,8.9,6483,14.8,13.3,16.4,0.8,5.2,6451
2022,Texas,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,12.8,11.5,14.3,0.7,5.5,7807,4.8,4,5.8,0.5,9.6,7822,8,7,9.2,0.6,7,7762,22.3,20.6,24,0.9,3.9,7727
2022,Texas,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,13.3,10.4,16.8,1.6,12.3,1046,,1.3,5,0.9,33.8,1047,5.1,3.4,7.5,1,20.2,1042,18,14.7,22,1.9,10.4,1036
2022,Texas,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,3.1,12.3,2.2,35.1,348,,0.5,4.3,0.8,56.3,350,,3.6,14.7,2.7,36.2,349,14.3,8.9,22.2,3.4,23.4,347
2022,Texas,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,1.9,8.5,1.6,38.5,126,,0.2,3.1,0.5,73,127,,0.5,15.9,2.7,88.8,126,,3.3,17.2,3.3,42.5,126
2022,Texas,Prevalence,Race,Hispanic,_IMPRACE,10.8,9.3,12.6,0.8,7.7,3159,3,1.8,5,0.8,26.1,3159,6.2,4.9,7.7,0.7,11.4,3139,17.6,15.3,20,1.2,6.8,3111
2022,Texas,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,16.9,10.8,25.5,3.7,22,264,,1,9.9,1.9,59.3,266,14.9,9.2,23.4,3.6,24.1,262,27,19.4,36.3,4.3,16.1,260
2022,Texas,Prevalence,Age,Age 18 to 24,_AGE_G,6,4,8.9,1.2,20.4,881,4,2.4,6.8,1.1,27,884,15,11.8,18.9,1.8,12.2,876,20.4,16.5,24.9,2.1,10.5,871
2022,Texas,Prevalence,Age,Age 25 to 44,_AGE_G,12.8,11.2,14.6,0.9,6.9,3534,4.3,3,6.1,0.8,18.1,3541,9.4,8,10.9,0.7,7.8,3524,22.7,20.5,25.2,1.2,5.3,3507
2022,Texas,Prevalence,Age,Age 45 to 64,_AGE_G,14.8,13,16.8,1,6.6,4127,3.7,2.8,4.8,0.5,13.8,4135,4.3,3.3,5.6,0.6,13.4,4109,20.3,18.2,22.6,1.1,5.4,4094
2022,Texas,Prevalence,Age,Age 65 or older,_AGE_G,9.3,7.8,11.1,0.8,9.1,4208,1.9,1.3,2.8,0.4,19.4,4211,1.7,1.1,2.7,0.4,23.5,4171,11.9,10.2,13.9,0.9,7.9,4135
2022,Texas,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,19.6,16.2,23.6,1.9,9.6,1141,2.6,1.6,4.1,0.6,23.4,1140,4.7,3.2,6.9,0.9,19.6,1130,23.6,19.9,27.8,2,8.6,1121
2022,Texas,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,13.4,11.6,15.5,1,7.3,2978,5.2,3.5,7.7,1.1,20.3,2987,8.5,6.9,10.4,0.9,10.4,2957,23.2,20.5,26.1,1.4,6.2,2947
2022,Texas,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,12.3,10.5,14.3,1,7.7,3414,4.2,3,5.7,0.7,16.1,3417,9.5,7.8,11.6,1,10,3392,23.1,20.6,25.8,1.3,5.7,3368
2022,Texas,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.9,4.9,7.1,0.5,9.2,5154,2.3,1.7,3,0.3,15,5164,4.8,3.9,5.9,0.5,10.3,5138,10.9,9.6,12.4,0.7,6.5,5113
2022,Texas,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,14.3,13,15.6,0.7,4.7,7533,4.2,3.3,5.3,0.5,11.8,7544,8.1,7.1,9.3,0.6,6.8,7479,23.3,21.6,25,0.9,3.8,7436
2022,Texas,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.9,4.9,7.1,0.5,9.2,5154,2.3,1.7,3,0.3,15,5164,4.8,3.9,5.9,0.5,10.3,5138,10.9,9.6,12.4,0.7,6.5,5113
2022,Texas,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,10.4,9.4,11.4,0.5,5,10522,3.6,2.9,4.5,0.4,11.4,10537,5.9,5.1,6.8,0.4,7.3,10460,17.4,16.1,18.8,0.7,4,10410
2022,Texas,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,18.4,15.6,21.6,1.5,8.4,1921,3.9,2.5,6,0.9,22.6,1925,13.4,11,16.1,1.3,9.7,1915,30.6,27,34.3,1.9,6.1,1901
2022,Texas,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1607,5.9,4.3,8.1,1,16.3,1592,16,13,19.6,1.7,10.5,1581,100,100,100,0,0,1607
2022,Texas,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,3230,5.5,3.6,8.4,1.2,21.9,3221,12.2,10.3,14.4,1,8.6,3189,17,14.3,20.1,1.5,8.6,3187
2022,Texas,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,7913,2.6,2,3.4,0.3,13.1,7872,3.9,3.1,4.8,0.4,10.8,7825,5.9,5,6.9,0.5,8.5,7804
2019,Utah,Prevalence,Total Population,Total Population,,7.9,7.3,8.6,0.3,4.2,11496,3.4,3,3.9,0.2,6.7,11513,,,,,,,,,,,,
2019,Utah,Prevalence,Sex,Male,_SEX,10,9,11.1,0.5,5.4,5597,5.7,4.9,6.5,0.4,7.1,5610,,,,,,,,,,,,
