Year,Recipient,Demographic_Group,Demographic,Demo Variable,Current Cigarette_V,Current Cigarette_L,Current Cigarette_U,Current Cigarette_E,Current Cigarette_RSE,Current Cigarette_N,Current Smokeless_V,Current Smokeless_L,Current Smokeless_U,Current Smokeless_E,Current Smokeless_RSE,Current Smokeless_N,Current E-cigarette_V,Current E-cigarette_L,Current E-cigarette_U,Current E-cigarette_E,Current E-cigarette_RSE,Current E-cigarette_N,Current Any Tobacco Product_V,Current Any Tobacco Product_L,Current Any Tobacco Product_U,Current Any Tobacco Product_E,Current Any Tobacco Product_RSE,Current Any Tobacco Product_N,Past-Year Quit Attempt_V,Past-Year Quit Attempt_L,Past-Year Quit Attempt_U,Past-Year Quit Attempt_E,Past-Year Quit Attempt_RSE,Past-Year Quit Attempt_N
2019,Texas,Education (4 Level),Did not graduate High School,_EDUCAG,25.6,21.1,30.7,2.5,9.6,1317,2.7,1.7,4.3,0.6,23.7,1312,,,,,,,,,,,,,55.7,44.3,66.5,5.7,0.1,175
2020,Texas,Education (4 Level),Graduated from College or Technical School,_EDUCAG,7.1,5.6,8.9,0.8,11.8,3448,2,1.3,3,0.4,21.4,3450,,,,,,,,,,,,,60.1,48.4,70.8,5.8,0.2,137
2020,Texas,Education (4 Level),Attended College or Technical School,_EDUCAG,11.5,9.6,13.6,1,8.9,2774,3.2,2.3,4.5,0.6,17.4,2785,,,,,,,,,,,,,52.6,43.6,61.4,4.6,0.1,259
2020,Texas,Education (4 Level),Graduated High School,_EDUCAG,17.9,15.3,20.7,1.4,7.7,2666,4.8,3.5,6.6,0.8,16.3,2670,,,,,,,,,,,,,51.7,43.4,60,4.3,0.1,290
2020,Texas,Education (4 Level),Did not graduate High School,_EDUCAG,19.2,15.4,23.7,2.1,11.1,1369,,1.7,5.5,0.9,30.5,1374,,,,,,,,,,,,,60.6,48.8,71.2,5.8,0.1,164
2021,Texas,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.3,4.4,6.5,0.5,9.8,4016,1.9,1.4,2.7,0.3,17,4040,2.8,2.2,3.6,0.4,13.1,4025,9.3,8,10.7,0.7,7.4,3991,,,,,,
2021,Texas,Education (4 Level),Attended College or Technical School,_EDUCAG,11.8,10.1,13.8,0.9,7.9,2704,3.3,2.5,4.6,0.5,15.9,2714,7.5,5.6,10,1.1,14.9,2709,19.9,17.3,22.7,1.4,6.9,2687,,,,,,
2021,Texas,Education (4 Level),Graduated High School,_EDUCAG,17.4,14.9,20.2,1.4,7.8,2293,6.4,4.7,8.6,1,15.2,2299,8,6.2,10.2,1,12.5,2296,25.8,22.8,29,1.6,6.1,2280,,,,,,
2021,Texas,Education (4 Level),Did not graduate High School,_EDUCAG,21.8,17.8,26.4,2.2,10,1022,4,2.3,6.6,1.1,26.5,1030,5.4,3.5,8.3,1.2,22.3,1028,25.5,21.2,30.3,2.3,9.1,1021,,,,,,
2022,Texas,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.9,4.9,7.1,0.5,9.2,5154,2.3,1.7,3,0.3,15,5164,4.8,3.9,5.9,0.5,10.3,5138,10.9,9.6,12.4,0.7,6.5,5113,,,,,,
2022,Texas,Education (4 Level),Attended College or Technical School,_EDUCAG,12.3,10.5,14.3,1,7.7,3414,4.2,3,5.7,0.7,16.1,3417,9.5,7.8,11.6,1,10,3392,23.1,20.6,25.8,1.3,5.7,3368,,,,,,
2022,Texas,Education (4 Level),Graduated High School,_EDUCAG,13.4,11.6,15.5,1,7.3,2978,5.2,3.5,7.7,1.1,20.3,2987,8.5,6.9,10.4,0.9,10.4,2957,23.2,20.5,26.1,1.4,6.2,2947,,,,,,
2022,Texas,Education (4 Level),Did not graduate High School,_EDUCAG,19.6,16.2,23.6,1.9,9.6,1141,2.6,1.6,4.1,0.6,23.4,1140,4.7,3.2,6.9,0.9,19.6,1130,23.6,19.9,27.8,2,8.6,1121,,,,,,
2023,Texas,Education (4 Level),Graduated from College or Technical School,_EDUCAG,4.5,3.6,5.6,0.5,11.1,3954,2.3,1.6,3.3,0.4,18.6,3973,4.4,3.4,5.6,0.5,12.6,3960,10.1,8.6,11.8,0.8,8,3923,54.7,41.5,67.2,6.7,0.2,87
2023,Texas,Education (4 Level),Attended College or Technical School,_EDUCAG,13,10.8,15.5,1.2,9.1,2488,3.1,2.1,4.6,0.6,20.4,2491,8.8,6.9,11.2,1.1,12.1,2480,20.7,17.9,23.7,1.5,7.2,2462,51.7,41.7,61.7,5.2,0.1,159
2023,Texas,Education (4 Level),Graduated High School,_EDUCAG,14.6,12,17.7,1.5,10,2055,5.7,3.4,9.2,1.4,25.2,2059,11.7,8.9,15.4,1.6,14.1,2047,24.9,21.4,28.6,1.8,7.4,2031,57.1,46.5,67.1,5.3,0.1,146
2023,Texas,Education (4 Level),Did not graduate High School,_EDUCAG,15.1,11.9,19,1.8,11.8,927,2.8,1.6,5.1,0.8,29.7,931,6.3,3.9,10.1,1.5,24.3,919,21.2,17.1,25.9,2.2,10.6,905,64.6,52.3,75.3,6,0.2,79
2019,Texas,Frequent Mental Distress,No,_MENT14D,12.6,11.4,14,0.7,5.2,9965,3.7,3.1,4.4,0.3,9.2,9966,,,,,,,,,,,,,54.7,49.1,60.1,2.8,0.1,636
2019,Texas,Frequent Mental Distress,Yes,_MENT14D,28,23.4,33,2.5,8.8,1388,3.8,2.6,5.6,0.8,20.1,1386,,,,,,,,,,,,,54.2,43.7,64.3,5.3,0.1,233
2020,Texas,Frequent Mental Distress,No,_MENT14D,11.7,10.5,13,0.6,5.6,8630,3.3,2.7,4.1,0.4,10.9,8650,,,,,,,,,,,,,55.5,49.7,61.1,2.9,0.1,621
2020,Texas,Frequent Mental Distress,Yes,_MENT14D,22.2,18.2,26.8,2.2,9.8,1425,3.6,2.1,5.9,0.9,25.9,1426,,,,,,,,,,,,,54.9,44.1,65.3,5.5,0.1,213
2021,Texas,Frequent Mental Distress,No,_MENT14D,11.5,10.3,12.7,0.6,5.4,8420,3.8,3.1,4.7,0.4,10.3,8456,4.9,4,5.9,0.5,9.8,8438,17,15.6,18.6,0.8,4.5,8372,,,,,,
2021,Texas,Frequent Mental Distress,Yes,_MENT14D,22.6,19.1,26.6,1.9,8.4,1431,4.4,2.9,6.6,0.9,20.8,1438,12.9,9.7,16.8,1.8,14,1430,33.6,29.4,38.2,2.2,6.7,1426,,,,,,
2022,Texas,Frequent Mental Distress,No,_MENT14D,10.4,9.4,11.4,0.5,5,10522,3.6,2.9,4.5,0.4,11.4,10537,5.9,5.1,6.8,0.4,7.3,10460,17.4,16.1,18.8,0.7,4,10410,,,,,,
2022,Texas,Frequent Mental Distress,Yes,_MENT14D,18.4,15.6,21.6,1.5,8.4,1921,3.9,2.5,6,0.9,22.6,1925,13.4,11,16.1,1.3,9.7,1915,30.6,27,34.3,1.9,6.1,1901,,,,,,
2023,Texas,Frequent Mental Distress,No,_MENT14D,9.4,8.3,10.7,0.6,6.5,7920,3.1,2.3,4.3,0.5,16.4,7942,6.5,5.4,7.9,0.6,9.7,7903,15.9,14.3,17.5,0.8,5.1,7829,56.4,49.6,63,3.4,0.1,335
2023,Texas,Frequent Mental Distress,Yes,_MENT14D,21.1,17.5,25.3,2,9.4,1373,5.9,4,8.8,1.2,20.4,1381,16,12.5,20.3,2,12.4,1370,34.3,29.8,39.2,2.4,6.9,1364,60.2,48.1,71.1,6,0.1,128
2019,Texas,Race,"White, Non-Hispanic",_IMPRACE,14.5,13,16,0.8,5.4,6994,5.8,4.8,7,0.6,9.9,6987,,,,,,,,,,,,,46.2,40.7,51.9,2.9,0.1,479
2019,Texas,Race,Hispanic,_IMPRACE,14.9,12.5,17.6,1.3,8.6,2970,1.9,1.3,2.8,0.4,19.9,2971,,,,,,,,,,,,,60.9,50.9,70,4.9,0.1,262
2019,Texas,Race,"Black, Non-Hispanic",_IMPRACE,18.6,14.4,23.6,2.3,12.5,921,1.7,1,3,0.5,29.1,928,,,,,,,,,,,,,63,49,75.1,6.8,0.2,95
2019,Texas,Race,"Other race, Non-Hispanic",_IMPRACE,20.4,14.3,28.3,3.6,17.6,380,,1.8,7.1,1.3,34.7,381,,,,,,,,,,,,,,,,,,
2019,Texas,Race,"Asian, Non-Hispanic",_IMPRACE,,1.8,7.1,1.3,35.4,253,,0.3,4.3,0.8,66.9,252,,,,,,,,,,,,,,,,,,
2019,Texas,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,10.7,40.2,7.6,34.4,105,,1.4,25.9,5,75.8,105,,,,,,,,,,,,,,,,,,
2020,Texas,Race,Hispanic,_IMPRACE,12.4,10.3,14.8,1.1,9.3,3370,1.3,0.7,2.3,0.4,29.8,3384,,,,,,,,,,,,,64.8,55.2,73.3,4.6,0.1,272
2020,Texas,Race,"White, Non-Hispanic",_IMPRACE,13.4,11.9,15,0.8,6,5532,5.3,4.2,6.5,0.6,11,5534,,,,,,,,,,,,,49.4,43.1,55.6,3.2,0.1,441
2020,Texas,Race,"Black, Non-Hispanic",_IMPRACE,15.1,11.3,19.9,2.2,14.5,747,,1,5.2,1,41.9,753,,,,,,,,,,,,,49.4,34.4,64.5,7.9,0.2,67
2020,Texas,Race,"Other race, Non-Hispanic",_IMPRACE,21.1,14.1,30.4,4.2,19.7,357,,2.2,8.1,1.4,33.2,358,,,,,,,,,,,,,61.9,39.4,80.2,11,0.3,50
2020,Texas,Race,"Asian, Non-Hispanic",_IMPRACE,,4.7,15.7,2.7,30.8,221,,0.6,7.8,1.5,64.1,219,,,,,,,,,,,,,,,,,,
2020,Texas,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,15,58.1,11.7,35.2,80,,0,2.4,0.3,101.9,80,,,,,,,,,,,,,,,,,,
2021,Texas,Race,Hispanic,_IMPRACE,12.8,10.7,15.2,1.1,8.8,2819,3.4,2.2,5.1,0.7,20.9,2830,6.3,4.7,8.4,1,15.2,2819,18.7,16.2,21.6,1.4,7.5,2801,,,,,,
2021,Texas,Race,"White, Non-Hispanic",_IMPRACE,13.5,12,15.1,0.8,5.8,5689,5.1,4.2,6.2,0.5,10,5720,6.4,5.2,7.7,0.6,10.2,5708,21.3,19.4,23.2,1,4.6,5669,,,,,,
2021,Texas,Race,"Black, Non-Hispanic",_IMPRACE,14.3,11.1,18.2,1.8,12.6,917,,0.6,2,0.3,30.5,917,3.5,2,5.9,1,27.5,919,17.5,13.9,21.7,2,11.3,905,,,,,,
2021,Texas,Race,"Other race, Non-Hispanic",_IMPRACE,23.9,15.3,35.3,5.1,21.4,316,,2,9.6,1.8,39.9,319,,5.7,20.3,3.6,32.5,318,31.3,22.1,42.3,5.2,16.7,313,,,,,,
2021,Texas,Race,"Asian, Non-Hispanic",_IMPRACE,,2.8,10.3,1.8,33.9,273,,0.2,7.1,1.1,95,273,,2.2,10.3,1.9,40,271,7.8,4.5,13.2,2.1,27.4,268,,,,,,
2021,Texas,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,9.1,42.9,8.7,40.3,76,,3.3,23.9,4.8,51.3,78,,0.6,8.1,1.5,66,78,,14,47.1,8.6,31.4,76,,,,,,
2022,Texas,Race,Hispanic,_IMPRACE,10.8,9.3,12.6,0.8,7.7,3159,3,1.8,5,0.8,26.1,3159,6.2,4.9,7.7,0.7,11.4,3139,17.6,15.3,20,1.2,6.8,3111,,,,,,
2022,Texas,Race,"White, Non-Hispanic",_IMPRACE,12.8,11.5,14.3,0.7,5.5,7807,4.8,4,5.8,0.5,9.6,7822,8,7,9.2,0.6,7,7762,22.3,20.6,24,0.9,3.9,7727,,,,,,
2022,Texas,Race,"Black, Non-Hispanic",_IMPRACE,13.3,10.4,16.8,1.6,12.3,1046,,1.3,5,0.9,33.8,1047,5.1,3.4,7.5,1,20.2,1042,18,14.7,22,1.9,10.4,1036,,,,,,
2022,Texas,Race,"Other race, Non-Hispanic",_IMPRACE,16.9,10.8,25.5,3.7,22,264,,1,9.9,1.9,59.3,266,14.9,9.2,23.4,3.6,24.1,262,27,19.4,36.3,4.3,16.1,260,,,,,,
2022,Texas,Race,"Asian, Non-Hispanic",_IMPRACE,,3.1,12.3,2.2,35.1,348,,0.5,4.3,0.8,56.3,350,,3.6,14.7,2.7,36.2,349,14.3,8.9,22.2,3.4,23.4,347,,,,,,
2022,Texas,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,1.9,8.5,1.6,38.5,126,,0.2,3.1,0.5,73,127,,0.5,15.9,2.7,88.8,126,,3.3,17.2,3.3,42.5,126,,,,,,
2023,Texas,Race,"Black, Non-Hispanic",_IMPRACE,9.8,7,13.6,1.7,16.8,758,,0.5,3.4,0.6,48.2,761,4.8,2.9,7.7,1.2,24.8,757,15.1,11.5,19.5,2,13.4,750,,,,,,
2023,Texas,Race,Hispanic,_IMPRACE,10.6,8.7,13,1.1,10.4,2711,,1.4,4.6,0.8,31.3,2717,8.3,6.3,10.8,1.1,13.9,2706,16.6,14.1,19.4,1.4,8.2,2679,63,52.8,72.2,5,0.1,147
2023,Texas,Race,"White, Non-Hispanic",_IMPRACE,12.7,11.1,14.5,0.9,6.8,5340,4.8,3.8,6,0.6,11.5,5360,8.5,7.1,10.1,0.8,9,5336,21.8,19.8,24.1,1.1,5,5285,45.1,37.3,53.2,4.1,0.1,240
2023,Texas,Race,"Other race, Non-Hispanic",_IMPRACE,15.6,9.5,24.5,3.8,24.5,290,,1.5,9.5,1.8,46.9,291,,3.4,12,2.1,32.6,286,23.1,15.8,32.3,4.2,18.3,286,,,,,,
2023,Texas,Race,"Asian, Non-Hispanic",_IMPRACE,,2.8,10.1,1.8,32.6,297,,1,23.8,4.4,83.8,299,,3.2,22.8,4.6,51.2,294,,7.2,25.9,4.7,33.2,293,,,,,,
2023,Texas,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,12.3,47.3,9.2,35.1,85,,4,28.8,5.9,51.4,85,,4.5,20.7,3.9,39.2,84,40.9,23.7,60.7,9.9,24.2,83,,,,,,
2019,Texas,Sex,Female,_SEX,11.3,9.9,12.8,0.7,6.4,6578,0.8,0.5,1.2,0.2,21.9,6578,,,,,,,,,,,,,58.4,51.7,64.8,3.3,0.1,435
2019,Texas,Sex,Male,_SEX,18.2,16.2,20.4,1.1,5.9,5045,6.6,5.5,7.9,0.6,9,5046,,,,,,,,,,,,,52.3,45.7,58.8,3.3,0.1,466
2020,Texas,Sex,Female,_SEX,9.3,8.1,10.7,0.7,7.1,5443,,0.3,1.2,0.2,31.7,5459,,,,,,,,,,,,,52.5,45.2,59.8,3.8,0.1,388
2020,Texas,Sex,Male,_SEX,17.2,15.2,19.4,1.1,6.2,4864,6,4.9,7.4,0.6,10.4,4869,,,,,,,,,,,,,56.8,50.2,63.2,3.3,0.1,463
2021,Texas,Sex,Female,_SEX,10,8.7,11.4,0.7,6.9,5218,1,0.6,1.7,0.3,26.2,5235,4.9,3.7,6.5,0.7,14.3,5224,14.2,12.5,16.2,0.9,6.6,5185,,,,,,
2021,Texas,Sex,Male,_SEX,16.3,14.5,18.3,1,6,4872,6.7,5.5,8.1,0.7,9.8,4902,7.1,5.9,8.5,0.7,9.3,4889,24.7,22.6,27,1.1,4.5,4847,,,,,,
2022,Texas,Sex,Female,_SEX,10.7,9.4,12.1,0.7,6.4,6527,0.6,0.4,0.9,0.1,23.1,6526,5.3,4.5,6.3,0.5,8.9,6483,14.8,13.3,16.4,0.8,5.2,6451,,,,,,
2022,Texas,Sex,Male,_SEX,13,11.6,14.5,0.7,5.6,6223,6.7,5.4,8.2,0.7,10.6,6245,8.9,7.7,10.3,0.7,7.6,6197,24.5,22.5,26.6,1,4.2,6156,,,,,,
2023,Texas,Sex,Female,_SEX,10.2,8.7,11.9,0.8,8,4913,,0.5,3,0.6,45.5,4925,7.6,6,9.5,0.9,11.7,4902,16.1,14,18.3,1.1,6.8,4861,56.6,47.4,65.4,4.7,0.1,224
2023,Texas,Sex,Male,_SEX,12.5,10.8,14.3,0.9,7.2,4568,6,4.7,7.6,0.7,12.3,4588,8.3,6.8,10.1,0.8,10.2,4561,21.6,19.4,23.8,1.1,5.2,4515,56.2,48.7,63.5,3.8,0.1,250
2019,Texas,Total Population,Total Population,,14.7,13.4,16,0.7,4.4,11623,3.7,3.1,4.3,0.3,8.4,11624,,,,,,,,,,,,,54.7,49.9,59.4,2.4,0.1,901
2020,Texas,Total Population,Total Population,,13.2,12,14.5,0.6,4.8,10307,3.3,2.7,4,0.3,10,10328,,,,,,,,,,,,,55.3,50.2,60.2,2.5,0.1,851
2021,Texas,Total Population,Total Population,,13.1,12,14.3,0.6,4.6,10090,3.8,3.2,4.6,0.4,9.3,10137,6,5.1,7,0.5,8.1,10113,19.4,18,20.9,0.7,3.8,10032,,,,,,
2022,Texas,Total Population,Total Population,,11.8,10.9,12.9,0.5,4.2,12750,3.6,3,4.4,0.4,10.1,12771,7.1,6.4,8,0.4,5.8,12680,19.6,18.4,20.9,0.7,3.3,12607,,,,,,
2023,Texas,Total Population,Total Population,,11.3,10.2,12.6,0.6,5.3,9481,3.6,2.8,4.6,0.5,13,9513,7.9,6.8,9.2,0.6,7.7,9463,18.8,17.3,20.3,0.8,4.2,9376,56.4,50.5,62.1,3,0.1,474
2019,United States (median),Age,Age 65 or older,_AGE_G,9.2,,,,,52,1.9,,,,,45,,,,,,0,,,,,,0,49.3,,,,,47
2019,United States (median),Age,Age 18 to 24,_AGE_G,11.1,,,,,51,6,,,,,34,,,,,,0,,,,,,0,66.6,,,,,7
2019,United States (median),Age,Age 45 to 64,_AGE_G,17.7,,,,,52,3.9,,,,,49,,,,,,0,,,,,,0,54.95,,,,,52
2019,United States (median),Age,Age 25 to 44,_AGE_G,20.8,,,,,52,5.6,,,,,50,,,,,,0,,,,,,0,59.1,,,,,51
2020,United States (median),Age,Age 65 or older,_AGE_G,9.4,,,,,52,2,,,,,40,,,,,,0,,,,,,0,47.6,,,,,47
2020,United States (median),Age,Age 18 to 24,_AGE_G,9.7,,,,,49,4.5,,,,,31,,,,,,0,,,,,,0,60.3,,,,,3
2020,United States (median),Age,Age 45 to 64,_AGE_G,17.3,,,,,53,4,,,,,50,,,,,,0,,,,,,0,51.4,,,,,53
2020,United States (median),Age,Age 25 to 44,_AGE_G,19.7,,,,,53,4.8,,,,,51,,,,,,0,,,,,,0,58,,,,,53
2021,United States (median),Age,Age 18 to 24,_AGE_G,7.3,,,,,42,4.4,,,,,24,19.5,,,,,51,24.6,,,,,52,62.3,,,,,1
2021,United States (median),Age,Age 65 or older,_AGE_G,8.5,,,,,52,2,,,,,41,1.4,,,,,37,11.1,,,,,52,49.5,,,,,18
2021,United States (median),Age,Age 45 to 64,_AGE_G,16.2,,,,,52,3.9,,,,,49,3.2,,,,,49,22,,,,,52,49.15,,,,,22
2021,United States (median),Age,Age 25 to 44,_AGE_G,18.4,,,,,52,4.5,,,,,49,9,,,,,52,26.5,,,,,52,53.6,,,,,20
2022,United States (median),Age,Age 18 to 24,_AGE_G,6.7,,,,,45,4.1,,,,,24,21.3,,,,,53,25.4,,,,,53,,,,,,
2022,United States (median),Age,Age 65 or older,_AGE_G,8.9,,,,,52,1.9,,,,,41,1.2,,,,,44,10.7,,,,,53,47.3,,,,,15
2022,United States (median),Age,Age 45 to 64,_AGE_G,16.4,,,,,53,3.6,,,,,50,4,,,,,51,20.6,,,,,53,51,,,,,21
2022,United States (median),Age,Age 25 to 44,_AGE_G,16.6,,,,,53,4.5,,,,,50,11,,,,,53,26.6,,,,,53,53.7,,,,,19
2023,United States (median),Age,Age 18 to 24,_AGE_G,5.6,,,,,39,3.9,,,,,27,19,,,,,51,23.3,,,,,51,,,,,,
2023,United States (median),Age,Age 65 or older,_AGE_G,8.5,,,,,51,1.8,,,,,39,1.3,,,,,38,11,,,,,51,45.6,,,,,23
2023,United States (median),Age,Age 25 to 44,_AGE_G,14.8,,,,,51,4.1,,,,,49,11.5,,,,,51,26,,,,,51,55,,,,,23
2023,United States (median),Age,Age 45 to 64,_AGE_G,15,,,,,51,3.6,,,,,50,3.9,,,,,50,20.4,,,,,51,48.4,,,,,25
2019,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,8.1,,,,,51,,,,,,0,,,,,,0,,,,,,
2019,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.9,,,,,48,,,,,,0,,,,,,0,,,,,,
2019,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.8,,,,,49,,,,,,0,,,,,,0,,,,,,
2020,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,6.8,,,,,50,,,,,,0,,,,,,0,,,,,,
2020,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.9,,,,,48,,,,,,0,,,,,,0,,,,,,
2020,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.5,,,,,51,,,,,,0,,,,,,0,,,,,,
2021,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,7.2,,,,,46,14.8,,,,,52,100,,,,,52,,,,,,
2021,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.9,,,,,46,9.8,,,,,52,14.2,,,,,52,,,,,,
2021,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.3,,,,,50,3.4,,,,,52,5.6,,,,,52,,,,,,
2022,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,7.9,,,,,49,17.1,,,,,52,100,,,,,53,,,,,,
2022,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.8,,,,,46,11.2,,,,,53,14.8,,,,,53,,,,,,
2022,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.3,,,,,50,4,,,,,53,6.2,,,,,53,,,,,,
2023,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,6.7,,,,,45,17.9,,,,,51,100,,,,,51,,,,,,
2023,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.4,,,,,44,12.1,,,,,51,15.7,,,,,51,,,,,,
2023,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.1,,,,,49,3.9,,,,,51,5.9,,,,,51,,,,,,
2019,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,6.3,,,,,52,2.3,,,,,48,,,,,,0,,,,,,0,57.4,,,,,52
2019,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,20.3,,,,,52,5.1,,,,,50,,,,,,0,,,,,,0,56.65,,,,,52
2020,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,5.9,,,,,53,2.1,,,,,47,,,,,,0,,,,,,0,55.7,,,,,53
2020,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,19.5,,,,,53,4.5,,,,,52,,,,,,0,,,,,,0,53.5,,,,,53
2021,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,5.7,,,,,52,2.1,,,,,51,3.3,,,,,51,9.5,,,,,52,52.9,,,,,22
2021,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,17.6,,,,,52,4.3,,,,,50,8.1,,,,,52,26,,,,,52,50.5,,,,,22
2022,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,5.6,,,,,53,2.1,,,,,49,4,,,,,53,10.1,,,,,53,51.3,,,,,21
2022,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,17.6,,,,,53,4.1,,,,,51,9.6,,,,,53,25.8,,,,,53,50.6,,,,,21
2023,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,4.8,,,,,51,1.8,,,,,45,3.7,,,,,51,9.1,,,,,51,50.8,,,,,26
2023,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,15.5,,,,,51,3.8,,,,,50,9.4,,,,,51,24.5,,,,,51,51.55,,,,,26
2019,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,6.3,,,,,52,2.3,,,,,48,,,,,,0,,,,,,0,56.95,,,,,46
2019,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,15.9,,,,,52,4,,,,,48,,,,,,0,,,,,,0,57.5,,,,,51
2019,United States (median),Education (4 Level),Graduated High School,_EDUCAG,21.3,,,,,52,6,,,,,50,,,,,,0,,,,,,0,57.25,,,,,52
2019,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,29.3,,,,,52,6.6,,,,,37,,,,,,0,,,,,,0,56.6,,,,,36
2020,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.9,,,,,53,2.1,,,,,47,,,,,,0,,,,,,0,57,,,,,47
2020,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,15.2,,,,,53,3.6,,,,,48,,,,,,0,,,,,,0,55.35,,,,,52
2020,United States (median),Education (4 Level),Graduated High School,_EDUCAG,20.2,,,,,53,5.2,,,,,50,,,,,,0,,,,,,0,52.55,,,,,52
2020,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,28.2,,,,,53,6.8,,,,,29,,,,,,0,,,,,,0,53.5,,,,,34
2021,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.7,,,,,52,2.1,,,,,51,3.3,,,,,51,9.5,,,,,52,50.95,,,,,18
2021,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,14.2,,,,,52,3.3,,,,,46,7.5,,,,,52,21.9,,,,,52,53.7,,,,,21
2021,United States (median),Education (4 Level),Graduated High School,_EDUCAG,18.7,,,,,52,5.1,,,,,48,8.9,,,,,51,28.1,,,,,52,49.7,,,,,20
2021,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,26.9,,,,,52,6.2,,,,,27,8.9,,,,,37,38,,,,,52,56.1,,,,,11
2022,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.6,,,,,53,2.1,,,,,49,4,,,,,53,10.1,,,,,53,49.3,,,,,16
2022,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,14.3,,,,,53,3.4,,,,,48,8.7,,,,,51,22.8,,,,,53,53.3,,,,,19
2022,United States (median),Education (4 Level),Graduated High School,_EDUCAG,17.8,,,,,53,4.8,,,,,48,10.2,,,,,53,28.3,,,,,53,50,,,,,21
2022,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,25.6,,,,,53,6,,,,,31,9.8,,,,,43,36.5,,,,,53,51.25,,,,,8
2023,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,4.8,,,,,51,1.8,,,,,45,3.7,,,,,51,9.1,,,,,51,49.9,,,,,19
2023,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,12.8,,,,,51,3.5,,,,,44,8.4,,,,,51,21.2,,,,,51,52.5,,,,,24
2023,United States (median),Education (4 Level),Graduated High School,_EDUCAG,15.7,,,,,51,4.6,,,,,49,10.6,,,,,51,26.7,,,,,51,48.9,,,,,25
2023,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,22.5,,,,,51,6.2,,,,,26,10.2,,,,,42,33.3,,,,,51,56.3,,,,,13
2019,United States (median),Frequent Mental Distress,No,_MENT14D,13.6,,,,,52,4.2,,,,,50,,,,,,0,,,,,,0,55.9,,,,,52
2019,United States (median),Frequent Mental Distress,Yes,_MENT14D,30.2,,,,,52,4.7,,,,,43,,,,,,0,,,,,,0,60.1,,,,,50
2020,United States (median),Frequent Mental Distress,No,_MENT14D,13.6,,,,,53,3.5,,,,,53,,,,,,0,,,,,,0,52.8,,,,,53
2020,United States (median),Frequent Mental Distress,Yes,_MENT14D,26.9,,,,,53,4.2,,,,,38,,,,,,0,,,,,,0,57.45,,,,,50
2021,United States (median),Frequent Mental Distress,No,_MENT14D,12.6,,,,,52,3.6,,,,,51,5.2,,,,,52,18.8,,,,,52,50.3,,,,,22
